"country","programme_code","file_sheet_index","table_name","column_name"
BE,"2014BE16RFOP002","1","2014BE16RFOP002_1",missing_column_name_9
BE,"2014BE16RFOP002","1","2014BE16RFOP002_1",overview_of_supported_actions_erdf_flanders_20142020_25032020
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",beneficiaire_final_beneficiary_name
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",categorie_dintervention_ci_category_of_intervention_ci
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",code_postal_operation_postcode
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",date_de_fin_de_loperation_operation_end_date
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",date_debut_de_loperation_operation_start_date
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",mesures
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",montant_des_aides_decidees__autres_other
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",montant_des_aides_decidees__cout_total_total_eligible_expendit
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",montant_des_aides_decidees__feder_40_union_cofinancing_rate_40
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",montant_des_aides_decidees__part_wallonne_member_state_cofinan
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",montant_des_aides_depensees__autres_other
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",montant_des_aides_depensees__cout_total_total_eligible_expendi
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",montant_des_aides_depensees__feder_40_union_cofinancing_rate_4
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",montant_des_aides_depensees__part_wallonne_member_state_cofina
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",ndeg_de_dossier
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",numero_de_ci_number_of_ci
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",pays_country
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",portefeuille_operation_nameportfolio
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",projet_operation_nameproject
BE,"2014BE16RFOP003","1","2014BE16RFOP003_1",resume_de_loperation_operation_summary
BG,"2014BG05M2OP001","1","2014BG05M2OP001_1",_of_ec_cofinancing
BG,"2014BG05M2OP001","1","2014BG05M2OP001_1",beneficiary_name
BG,"2014BG05M2OP001","1","2014BG05M2OP001_1",date_of_completion_of_the_operation
BG,"2014BG05M2OP001","1","2014BG05M2OP001_1",date_of_last_update_of_the_list_of_operations
BG,"2014BG05M2OP001","1","2014BG05M2OP001_1",location
BG,"2014BG05M2OP001","1","2014BG05M2OP001_1",name_of_categories_of_interventions_for_the_operation
BG,"2014BG05M2OP001","1","2014BG05M2OP001_1",operation_name
BG,"2014BG05M2OP001","1","2014BG05M2OP001_1",operation_start_date
BG,"2014BG05M2OP001","1","2014BG05M2OP001_1",summary_of_the_operation
BG,"2014BG05M2OP001","1","2014BG05M2OP001_1",total_eligible_costs_granted_for_the_operation
BG,"2014BG16M1OP001","1","2014BG16M1OP001_1",_of_ec_cofinancing
BG,"2014BG16M1OP001","1","2014BG16M1OP001_1",beneficiary_name
BG,"2014BG16M1OP001","1","2014BG16M1OP001_1",date_of_completion_of_the_operation
BG,"2014BG16M1OP001","1","2014BG16M1OP001_1",date_of_last_update_of_the_list_of_operations
BG,"2014BG16M1OP001","1","2014BG16M1OP001_1",location
BG,"2014BG16M1OP001","1","2014BG16M1OP001_1",name_of_categories_of_interventions_for_the_operation
BG,"2014BG16M1OP001","1","2014BG16M1OP001_1",operation_name
BG,"2014BG16M1OP001","1","2014BG16M1OP001_1",operation_start_date
BG,"2014BG16M1OP001","1","2014BG16M1OP001_1",summary_of_the_operation
BG,"2014BG16M1OP001","1","2014BG16M1OP001_1",total_eligible_costs_granted_for_the_operation
BG,"2014BG16M1OP002","1","2014BG16M1OP002_1",_of_ec_cofinancing
BG,"2014BG16M1OP002","1","2014BG16M1OP002_1",beneficiary_name
BG,"2014BG16M1OP002","1","2014BG16M1OP002_1",date_of_completion_of_the_operation
BG,"2014BG16M1OP002","1","2014BG16M1OP002_1",date_of_last_update_of_the_list_of_operations
BG,"2014BG16M1OP002","1","2014BG16M1OP002_1",location
BG,"2014BG16M1OP002","1","2014BG16M1OP002_1",name_of_categories_of_interventions_for_the_operation
BG,"2014BG16M1OP002","1","2014BG16M1OP002_1",operation_name
BG,"2014BG16M1OP002","1","2014BG16M1OP002_1",operation_start_date
BG,"2014BG16M1OP002","1","2014BG16M1OP002_1",summary_of_the_operation
BG,"2014BG16M1OP002","1","2014BG16M1OP002_1",total_eligible_costs_granted_for_the_operation
BG,"2014BG16RFOP001","1","2014BG16RFOP001_1",_of_ec_cofinancing
BG,"2014BG16RFOP001","1","2014BG16RFOP001_1",beneficiary_name
BG,"2014BG16RFOP001","1","2014BG16RFOP001_1",date_of_completion_of_the_operation
BG,"2014BG16RFOP001","1","2014BG16RFOP001_1",date_of_last_update_of_the_list_of_operations
BG,"2014BG16RFOP001","1","2014BG16RFOP001_1",location
BG,"2014BG16RFOP001","1","2014BG16RFOP001_1",name_of_categories_of_interventions_for_the_operation
BG,"2014BG16RFOP001","1","2014BG16RFOP001_1",operation_name
BG,"2014BG16RFOP001","1","2014BG16RFOP001_1",operation_start_date
BG,"2014BG16RFOP001","1","2014BG16RFOP001_1",summary_of_the_operation
BG,"2014BG16RFOP001","1","2014BG16RFOP001_1",total_eligible_costs_granted_for_the_operation
BG,"2014BG16RFOP002","1","2014BG16RFOP002_1",_of_ec_cofinancing
BG,"2014BG16RFOP002","1","2014BG16RFOP002_1",beneficiary_name
BG,"2014BG16RFOP002","1","2014BG16RFOP002_1",date_of_completion_of_the_operation
BG,"2014BG16RFOP002","1","2014BG16RFOP002_1",date_of_last_update_of_the_list_of_operations
BG,"2014BG16RFOP002","1","2014BG16RFOP002_1",location
BG,"2014BG16RFOP002","1","2014BG16RFOP002_1",name_of_categories_of_interventions_for_the_operation
BG,"2014BG16RFOP002","1","2014BG16RFOP002_1",operation_name
BG,"2014BG16RFOP002","1","2014BG16RFOP002_1",operation_start_date
BG,"2014BG16RFOP002","1","2014BG16RFOP002_1",summary_of_the_operation
BG,"2014BG16RFOP002","1","2014BG16RFOP002_1",total_eligible_costs_granted_for_the_operation
BG,"2015BG16RFSM001","1","2015BG16RFSM001_1",_of_ec_cofinancing
BG,"2015BG16RFSM001","1","2015BG16RFSM001_1",beneficiary_name
BG,"2015BG16RFSM001","1","2015BG16RFSM001_1",date_of_completion_of_the_operation
BG,"2015BG16RFSM001","1","2015BG16RFSM001_1",date_of_last_update_of_the_list_of_operations
BG,"2015BG16RFSM001","1","2015BG16RFSM001_1",location
BG,"2015BG16RFSM001","1","2015BG16RFSM001_1",name_of_categories_of_interventions_for_the_operation
BG,"2015BG16RFSM001","1","2015BG16RFSM001_1",operation_name
BG,"2015BG16RFSM001","1","2015BG16RFSM001_1",operation_start_date
BG,"2015BG16RFSM001","1","2015BG16RFSM001_1",summary_of_the_operation
BG,"2015BG16RFSM001","1","2015BG16RFSM001_1",total_eligible_costs_granted_for_the_operation
CZ,"2014CZ","1","2014CZ_1",celkove_zpusobile_vydaje_pridelene_na_operaci_czk
CZ,"2014CZ","1","2014CZ_1",celkove_zpusobile_vydaje_pridelene_na_operaci_narodni_soukrome
CZ,"2014CZ","1","2014CZ_1",celkove_zpusobile_vydaje_pridelene_na_operaci_prispevek_unie_c
CZ,"2014CZ","1","2014CZ_1",celkove_zpusobile_vydaje_pridelene_na_operaci_verejne_zdroje_c
CZ,"2014CZ","1","2014CZ_1",datum_zahajeni_fyzicke_operace
CZ,"2014CZ","1","2014CZ_1",financni_prostredky_vyuctovane_v_zadostech_o_platbu_celkove_zp
CZ,"2014CZ","1","2014CZ_1",financni_prostredky_vyuctovane_v_zadostech_o_platbu_narodni_so
CZ,"2014CZ","1","2014CZ_1",financni_prostredky_vyuctovane_v_zadostech_o_platbu_narodni_ve
CZ,"2014CZ","1","2014CZ_1",financni_prostredky_vyuctovane_v_zadostech_o_platbu_prispevek_
CZ,"2014CZ","1","2014CZ_1",fond
CZ,"2014CZ","1","2014CZ_1",ic
CZ,"2014CZ","1","2014CZ_1",kod_nuts_3
CZ,"2014CZ","1","2014CZ_1",mena
CZ,"2014CZ","1","2014CZ_1",mira_spolufinancovani_ze_strany_unie
CZ,"2014CZ","1","2014CZ_1",nazev_nuts_3
CZ,"2014CZ","1","2014CZ_1",nazev_prioritni_osy__priority_unie
CZ,"2014CZ","1","2014CZ_1",nazev_projektu__nazev_operace
CZ,"2014CZ","1","2014CZ_1",nazev_zadateleprijemce_neuvadet_jmena_fyzickych_osob_misto_jme
CZ,"2014CZ","1","2014CZ_1",oblast_intervence__kod
CZ,"2014CZ","1","2014CZ_1",oblast_intervence__nazev
CZ,"2014CZ","1","2014CZ_1",pravni_forma_prijemce
CZ,"2014CZ","1","2014CZ_1",predpokladane_datum_ukonceni_fyzicke_realizace_operace
CZ,"2014CZ","1","2014CZ_1",program
CZ,"2014CZ","1","2014CZ_1",psc_prijemce
CZ,"2014CZ","1","2014CZ_1",registracni_cislo_projektuoperace
CZ,"2014CZ","1","2014CZ_1",shrnuti_operace
CZ,"2014CZ","1","2014CZ_1",skutecne_datum_ukonceni_fyzicke_realizace_operace
CZ,"2014CZ","1","2014CZ_1",stav_realizace
CZ,"2014CZ","1","2014CZ_1",zeme
DE,"2014DE16M2OP001","1","2014DE16M2OP001_1",bezeichnung_des_vorhabens
DE,"2014DE16M2OP001","1","2014DE16M2OP001_1",datum_des_beginns_des_vorhabens
DE,"2014DE16M2OP001","1","2014DE16M2OP001_1",datum_des_endes_des_vorhabens
DE,"2014DE16M2OP001","1","2014DE16M2OP001_1",gesamtbetrag_der_forderfahigen_ausgaben_des_vorhabens_in_eur
DE,"2014DE16M2OP001","1","2014DE16M2OP001_1",interventionsbereich
DE,"2014DE16M2OP001","1","2014DE16M2OP001_1",kategorie_der_region
DE,"2014DE16M2OP001","1","2014DE16M2OP001_1",land
DE,"2014DE16M2OP001","1","2014DE16M2OP001_1",landkreis
DE,"2014DE16M2OP001","1","2014DE16M2OP001_1",missing_column_name_1
DE,"2014DE16M2OP001","1","2014DE16M2OP001_1",name_des_begunstigten
DE,"2014DE16M2OP001","1","2014DE16M2OP001_1",unions_kofinan_zierungssatz
DE,"2014DE16M2OP001","1","2014DE16M2OP001_1",zusammenfassung_des_vorhabens
DE,"2014DE16RFOP002","1","2014DE16RFOP002_1",bezeichnung_des_vorhabens__operation_name
DE,"2014DE16RFOP002","1","2014DE16RFOP002_1",datum_des_beginns_des_vorhabens__operation_start_date
DE,"2014DE16RFOP002","1","2014DE16RFOP002_1",datum_des_endes_des_vorhabens__operation_end_date
DE,"2014DE16RFOP002","1","2014DE16RFOP002_1",durchfuhrungsort__location
DE,"2014DE16RFOP002","1","2014DE16RFOP002_1",gesamtbetrag_der_forderfahigen_ausgaben_des_vorhabens__total_e
DE,"2014DE16RFOP002","1","2014DE16RFOP002_1",interventionskategorie__name_of_category_of_intervention
DE,"2014DE16RFOP002","1","2014DE16RFOP002_1",land__country
DE,"2014DE16RFOP002","1","2014DE16RFOP002_1",missing_column_name_1
DE,"2014DE16RFOP002","1","2014DE16RFOP002_1",missing_column_name_2
DE,"2014DE16RFOP002","1","2014DE16RFOP002_1",missing_column_name_3
DE,"2014DE16RFOP002","1","2014DE16RFOP002_1",missing_column_name_4
DE,"2014DE16RFOP002","1","2014DE16RFOP002_1",name_des_begunstigten__beneficiary_name
DE,"2014DE16RFOP002","1","2014DE16RFOP002_1",unionskofinanzierungssatz_pro_prioritatsachse__union_cofinanci
DE,"2014DE16RFOP002","1","2014DE16RFOP002_1",zusammenfassung_des_vorhabens__operation_summary
DE,"2014DE16RFOP003","1","2014DE16RFOP003_1",datum_des_beginns_des_vorhabens
DE,"2014DE16RFOP003","1","2014DE16RFOP003_1",datum_des_endes_des_vorhabens
DE,"2014DE16RFOP003","1","2014DE16RFOP003_1",durchfuhrungsort
DE,"2014DE16RFOP003","1","2014DE16RFOP003_1",gesamtbetrag_der_forderfahigen_ausgaben_des_vorhabens
DE,"2014DE16RFOP003","1","2014DE16RFOP003_1",interventionskategorie
DE,"2014DE16RFOP003","1","2014DE16RFOP003_1",land
DE,"2014DE16RFOP003","1","2014DE16RFOP003_1",name_des_begunstigten
DE,"2014DE16RFOP003","1","2014DE16RFOP003_1",postleitzahl_durchfuhrungsort
DE,"2014DE16RFOP003","1","2014DE16RFOP003_1",projektbeschreibung
DE,"2014DE16RFOP003","1","2014DE16RFOP003_1",projektbezeichnung
DE,"2014DE16RFOP003","1","2014DE16RFOP003_1",unionskofinanzierungssatz_pro_prioritatsachse
DE,"2014DE16RFOP004","1","2014DE16RFOP004_1",beginns_des_vorhabens
DE,"2014DE16RFOP004","1","2014DE16RFOP004_1",bezeichnung_der_interventionskategorie
DE,"2014DE16RFOP004","1","2014DE16RFOP004_1",bezeichnung_des_vorhabens__zusammenfassung_des_vorhabens
DE,"2014DE16RFOP004","1","2014DE16RFOP004_1",ende_des_vorhabens
DE,"2014DE16RFOP004","1","2014DE16RFOP004_1",gesamtbetrag_der_frderfhigen_ausgaben_des_vorhabens
DE,"2014DE16RFOP004","1","2014DE16RFOP004_1",land
DE,"2014DE16RFOP004","1","2014DE16RFOP004_1",missing_column_name_1
DE,"2014DE16RFOP004","1","2014DE16RFOP004_1",name_des_begnstigten
DE,"2014DE16RFOP004","1","2014DE16RFOP004_1",ort_des_vorhabens
DE,"2014DE16RFOP004","1","2014DE16RFOP004_1",unionskofinanzierungssatz_pro_priorittsachse
DE,"2014DE16RFOP005","1","2014DE16RFOP005_1",beginn_des_vorhabens_operation_start_date
DE,"2014DE16RFOP005","1","2014DE16RFOP005_1",bezeichnung_der_interventionskategorie_name_of_category_of_int
DE,"2014DE16RFOP005","1","2014DE16RFOP005_1",bezeichnung_des_vorhabens_operation_name
DE,"2014DE16RFOP005","1","2014DE16RFOP005_1",ende_des_vorhabens_operation_end_date
DE,"2014DE16RFOP005","1","2014DE16RFOP005_1",gesamtbetrag_der_forderfahigen_ausgaben_des_vorhabens_total_el
DE,"2014DE16RFOP005","1","2014DE16RFOP005_1",land_country
DE,"2014DE16RFOP005","1","2014DE16RFOP005_1",lfd_nr
DE,"2014DE16RFOP005","1","2014DE16RFOP005_1",name_des_begunstigten_beneficiary_name
DE,"2014DE16RFOP005","1","2014DE16RFOP005_1",postleitzahl_des_vorhabens_operation_postcode
DE,"2014DE16RFOP005","1","2014DE16RFOP005_1",unionskofinanzierungssatz_pro_prioritatsachse_union_cofinancin
DE,"2014DE16RFOP005","1","2014DE16RFOP005_1",zusammenfassung_des_vorhabens_operation_summary
DE,"2014DE16RFOP006","1","2014DE16RFOP006_1",bezeichnung_des_vorhabens_operation_name
DE,"2014DE16RFOP006","1","2014DE16RFOP006_1",datum_des_beginns_des_vorhabens_operation_start_date
DE,"2014DE16RFOP006","1","2014DE16RFOP006_1",datum_des_endes_des_vorhabens_operation_end_date
DE,"2014DE16RFOP006","1","2014DE16RFOP006_1",gesamtbetrag_der_forderfahigen_ausgaben_des_vorhabens_total_el
DE,"2014DE16RFOP006","1","2014DE16RFOP006_1",interventionskategorie_category_of_intervention
DE,"2014DE16RFOP006","1","2014DE16RFOP006_1",land_country
DE,"2014DE16RFOP006","1","2014DE16RFOP006_1",missing_column_name_1
DE,"2014DE16RFOP006","1","2014DE16RFOP006_1",missing_column_name_2
DE,"2014DE16RFOP006","1","2014DE16RFOP006_1",missing_column_name_3
DE,"2014DE16RFOP006","1","2014DE16RFOP006_1",missing_column_name_4
DE,"2014DE16RFOP006","1","2014DE16RFOP006_1",missing_column_name_5
DE,"2014DE16RFOP006","1","2014DE16RFOP006_1",name_des_begunstigten_beneficiary_name
DE,"2014DE16RFOP006","1","2014DE16RFOP006_1",postleitzahl_des_vorhabens_operation_postcode
DE,"2014DE16RFOP006","1","2014DE16RFOP006_1",unionskofinanzierungssatz_pro_prioritatsachse_union_cofinancin
DE,"2014DE16RFOP006","1","2014DE16RFOP006_1",zusammenfassung_des_vorhabens_operation_summary
DE,"2014DE16RFOP007","1","2014DE16RFOP007_1",antragsnummer
DE,"2014DE16RFOP007","1","2014DE16RFOP007_1",bezeichnung_des_vorhabens_operation_name
DE,"2014DE16RFOP007","1","2014DE16RFOP007_1",datum_des_beginns_des_vorhabens_operation_start_date
DE,"2014DE16RFOP007","1","2014DE16RFOP007_1",datum_des_endes_des_vorhabens_operation_end_date
DE,"2014DE16RFOP007","1","2014DE16RFOP007_1",forderprogrammgruppe
DE,"2014DE16RFOP007","1","2014DE16RFOP007_1",gesamtbeitrag_der_forderfahigen_ausgaben_des_vorhabens_in_eur_
DE,"2014DE16RFOP007","1","2014DE16RFOP007_1",interventionsbereich_iintervention_field
DE,"2014DE16RFOP007","1","2014DE16RFOP007_1",land_country
DE,"2014DE16RFOP007","1","2014DE16RFOP007_1",name_des_begunstigten_beneficiary_name
DE,"2014DE16RFOP007","1","2014DE16RFOP007_1",postleitzahl_des_vorhabens_operation_postcode
DE,"2014DE16RFOP007","1","2014DE16RFOP007_1",unionskofinanzierungssatz_pro_prioritatsachse_union_cofinancin
DE,"2014DE16RFOP007","1","2014DE16RFOP007_1",zusammenfassung_des_vorhabens_operation_summary
DE,"2014DE16RFOP009","1","2014DE16RFOP009_1",bewilligte_eumittel_eu_funding
DE,"2014DE16RFOP009","1","2014DE16RFOP009_1",bewilligte_frderfhige_gesamtinvestition_totel_eligible_expendi
DE,"2014DE16RFOP009","1","2014DE16RFOP009_1",bezeichnung_der_euinterventionskategorie_name_of_category_of_i
DE,"2014DE16RFOP009","1","2014DE16RFOP009_1",bezeichnung_des_vorhabens_name_of_operation
DE,"2014DE16RFOP009","1","2014DE16RFOP009_1",durchfhrungsbeginn_start_of_operation
DE,"2014DE16RFOP009","1","2014DE16RFOP009_1",durchfhrungsende_end_of_operation
DE,"2014DE16RFOP009","1","2014DE16RFOP009_1",efrekennzeichen_efreid
DE,"2014DE16RFOP009","1","2014DE16RFOP009_1",euinterventionskategorie_category_of_intervention
